"date","publication","url","age_group","vaccine_status","pop_diagnoses","diagnoses","pop_day_diagnoses","diagnoses_start","diagnoses_end","total_diagnoses","perc_pop_diagnoses","perc_diagnoses","pop_hosp","hosp","pop_day_hosp","hosp_start","hosp_end","total_hosp","perc_pop_hosp","perc_hosp","pop_icu","icu","pop_day_icu","icu_start","icu_end","total_icu","perc_pop_icu","perc_icu","pop_deaths","deaths","pop_day_deaths","deaths_start","deaths_end","total_deaths","perc_pop_deaths","perc_deaths"
2021-07-14,2021-07-16,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_14-luglio-2021.pdf","80+","VACCINATI CON CICLO INCOMPLETO",281202,58,2021-06-26,2021-06-11,2021-07-11,4554107,0.061746902,"0.000206257",281202,27,2021-06-26,2021-06-04,2021-07-04,4554107,0.061746902,"0.000096",281202,0,2021-06-26,2021-06-04,2021-07-04,4554107,0.061746902,"0",281202,21,2021-06-26,2021-05-21,2021-06-20,4554107,0.061746902,"0.0000747"
2021-07-14,2021-07-16,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_14-luglio-2021.pdf","80+","VACCINATI CON CICLO COMPLETO",3812115,487,2021-06-26,2021-06-11,2021-07-11,4554107,0.8370719,"0.000127751",3812115,142,2021-06-26,2021-06-04,2021-07-04,4554107,0.8370719,"0.0000372",3812115,5,2021-06-26,2021-06-04,2021-07-04,4554107,0.8370719,"0.00000131",3812115,55,2021-06-26,2021-05-21,2021-06-20,4554107,0.8370719,"0.0000144"
2021-07-21,2021-07-23,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_21-luglio-2021.pdf","12_39","NON VACCINATI",13017353,19080,2021-07-03,2021-06-18,2021-07-18,17435555,0.746598144,"0.001465736",13017353,485,2021-07-03,2021-06-11,2021-07-11,17435555,0.746598144,"0.0000373",13017353,11,2021-07-03,2021-06-11,2021-07-11,17435555,0.746598144,"0.000000845",13017353,3,2021-07-03,2021-05-28,2021-06-27,17435555,0.746598144,"0.00000023"
2021-07-21,2021-07-23,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_21-luglio-2021.pdf","12_39","VACCINATI CON CICLO INCOMPLETO",2651558,3313,2021-07-03,2021-06-18,2021-07-18,17435555,0.152077637,"0.001249454",2651558,18,2021-07-03,2021-06-11,2021-07-11,17435555,0.152077637,"0.00000679",2651558,0,2021-07-03,2021-06-11,2021-07-11,17435555,0.152077637,"0",2651558,1,2021-07-03,2021-05-28,2021-06-27,17435555,0.152077637,"0.000000377"
2021-07-21,2021-07-23,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_21-luglio-2021.pdf","12_39","VACCINATI CON CICLO COMPLETO",1766644,1167,2021-07-03,2021-06-18,2021-07-18,17435555,0.101324219,"0.000660575",1766644,9,2021-07-03,2021-06-11,2021-07-11,17435555,0.101324219,"0.00000509",1766644,0,2021-07-03,2021-06-11,2021-07-11,17435555,0.101324219,"0",1766644,0,2021-07-03,2021-05-28,2021-06-27,17435555,0.101324219,"0"
2021-07-21,2021-07-23,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_21-luglio-2021.pdf","40_59","NON VACCINATI",8163811,5457,2021-07-03,2021-06-18,2021-07-18,18447460,0.442543906,"0.000668438",8163811,556,2021-07-03,2021-06-11,2021-07-11,18447460,0.442543906,"0.0000681",8163811,52,2021-07-03,2021-06-11,2021-07-11,18447460,0.442543906,"0.00000637",8163811,38,2021-07-03,2021-05-28,2021-06-27,18447460,0.442543906,"0.00000465"
2021-07-21,2021-07-23,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_21-luglio-2021.pdf","40_59","VACCINATI CON CICLO INCOMPLETO",6157091,2357,2021-07-03,2021-06-18,2021-07-18,18447460,0.333763618,"0.000382811",6157091,50,2021-07-03,2021-06-11,2021-07-11,18447460,0.333763618,"0.00000812",6157091,0,2021-07-03,2021-06-11,2021-07-11,18447460,0.333763618,"0",6157091,4,2021-07-03,2021-05-28,2021-06-27,18447460,0.333763618,"0.00000065"
2021-07-21,2021-07-23,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_21-luglio-2021.pdf","40_59","VACCINATI CON CICLO COMPLETO",4126558,1256,2021-07-03,2021-06-18,2021-07-18,18447460,0.223692476,"0.00030437",4126558,22,2021-07-03,2021-06-11,2021-07-11,18447460,0.223692476,"0.00000533",4126558,0,2021-07-03,2021-06-11,2021-07-11,18447460,0.223692476,"0",4126558,1,2021-07-03,2021-05-28,2021-06-27,18447460,0.223692476,"0.000000242"
2021-07-21,2021-07-23,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_21-luglio-2021.pdf","60_79","NON VACCINATI",3118561,1446,2021-07-03,2021-06-18,2021-07-18,13572779,0.229765842,"0.000463675",3118561,317,2021-07-03,2021-06-11,2021-07-11,13572779,0.229765842,"0.000101649",3118561,42,2021-07-03,2021-06-11,2021-07-11,13572779,0.229765842,"0.0000135",3118561,103,2021-07-03,2021-05-28,2021-06-27,13572779,0.229765842,"0.000033"
2021-07-21,2021-07-23,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_21-luglio-2021.pdf","60_79","VACCINATI CON CICLO INCOMPLETO",4825699,1090,2021-07-03,2021-06-18,2021-07-18,13572779,0.355542443,"0.000225874",4825699,113,2021-07-03,2021-06-11,2021-07-11,13572779,0.355542443,"0.0000234",4825699,13,2021-07-03,2021-06-11,2021-07-11,13572779,0.355542443,"0.00000269",4825699,30,2021-07-03,2021-05-28,2021-06-27,13572779,0.355542443,"0.00000622"
2021-07-21,2021-07-23,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_21-luglio-2021.pdf","60_79","VACCINATI CON CICLO COMPLETO",5628519,830,2021-07-03,2021-06-18,2021-07-18,13572779,0.414691715,"0.000147463",5628519,65,2021-07-03,2021-06-11,2021-07-11,13572779,0.414691715,"0.0000115",5628519,4,2021-07-03,2021-06-11,2021-07-11,13572779,0.414691715,"0.000000711",5628519,10,2021-07-03,2021-05-28,2021-06-27,13572779,0.414691715,"0.00000178"
2021-07-21,2021-07-23,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_21-luglio-2021.pdf","80+","NON VACCINATI",446128,301,2021-07-03,2021-06-18,2021-07-18,4554107,0.097961686,"0.000674694",446128,125,2021-07-03,2021-06-11,2021-07-11,4554107,0.097961686,"0.000280189",446128,12,2021-07-03,2021-06-11,2021-07-11,4554107,0.097961686,"0.0000269",446128,106,2021-07-03,2021-05-28,2021-06-27,4554107,0.097961686,"0.0002376"
2021-07-21,2021-07-23,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_21-luglio-2021.pdf","80+","VACCINATI CON CICLO INCOMPLETO",245504,53,2021-07-03,2021-06-18,2021-07-18,4554107,0.053908263,"0.000215882",245504,18,2021-07-03,2021-06-11,2021-07-11,4554107,0.053908263,"0.0000733",245504,1,2021-07-03,2021-06-11,2021-07-11,4554107,0.053908263,"0.00000407",245504,12,2021-07-03,2021-05-28,2021-06-27,4554107,0.053908263,"0.0000489"
2021-07-21,2021-07-23,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_21-luglio-2021.pdf","80+","VACCINATI CON CICLO COMPLETO",3862475,552,2021-07-03,2021-06-18,2021-07-18,4554107,0.848130051,"0.000142914",3862475,128,2021-07-03,2021-06-11,2021-07-11,4554107,0.848130051,"0.0000331",3862475,4,2021-07-03,2021-06-11,2021-07-11,4554107,0.848130051,"0.00000104",3862475,35,2021-07-03,2021-05-28,2021-06-27,4554107,0.848130051,"0.00000906"
2021-07-28,2021-07-30,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_28-luglio-2021.pdf","12_39","NON VACCINATI",11988272,30626,2021-07-10,2021-06-25,2021-07-25,17435555,0.687576163,"0.002554663",11988272,616,2021-07-10,2021-06-18,2021-07-18,17435555,0.687576163,"0.0000514",11988272,15,2021-07-10,2021-06-18,2021-07-18,17435555,0.687576163,"0.00000125",11988272,4,2021-07-10,2021-06-04,2021-07-04,17435555,0.687576163,"0.000000334"
2021-07-28,2021-07-30,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_28-luglio-2021.pdf","12_39","VACCINATI CON CICLO INCOMPLETO",3457775,6829,2021-07-10,2021-06-25,2021-07-25,17435555,0.198317461,"0.001974969",3457775,37,2021-07-10,2021-06-18,2021-07-18,17435555,0.198317461,"0.0000107",3457775,0,2021-07-10,2021-06-18,2021-07-18,17435555,0.198317461,"0",3457775,0,2021-07-10,2021-06-04,2021-07-04,17435555,0.198317461,"0"
2021-07-28,2021-07-30,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_28-luglio-2021.pdf","12_39","VACCINATI CON CICLO COMPLETO",1989508,2291,2021-07-10,2021-06-25,2021-07-25,17435555,0.114106376,"0.001151541",1989508,13,2021-07-10,2021-06-18,2021-07-18,17435555,0.114106376,"0.00000653",1989508,0,2021-07-10,2021-06-18,2021-07-18,17435555,0.114106376,"0",1989508,0,2021-07-10,2021-06-04,2021-07-04,17435555,0.114106376,"0"
2021-07-28,2021-07-30,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_28-luglio-2021.pdf","40_59","NON VACCINATI",7432135,7782,2021-07-10,2021-06-25,2021-07-25,18447460,0.40288121,"0.001047075",7432135,548,2021-07-10,2021-06-18,2021-07-18,18447460,0.40288121,"0.0000737",7432135,48,2021-07-10,2021-06-18,2021-07-18,18447460,0.40288121,"0.00000646",7432135,30,2021-07-10,2021-06-04,2021-07-04,18447460,0.40288121,"0.00000404"
2021-07-28,2021-07-30,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_28-luglio-2021.pdf","40_59","VACCINATI CON CICLO INCOMPLETO",6004517,3717,2021-07-10,2021-06-25,2021-07-25,18447460,0.325492886,"0.000619034",6004517,60,2021-07-10,2021-06-18,2021-07-18,18447460,0.325492886,"0.00000999",6004517,0,2021-07-10,2021-06-18,2021-07-18,18447460,0.325492886,"0",6004517,2,2021-07-10,2021-06-04,2021-07-04,18447460,0.325492886,"0.000000333"
2021-07-28,2021-07-30,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_28-luglio-2021.pdf","40_59","VACCINATI CON CICLO COMPLETO",5010808,2598,2021-07-10,2021-06-25,2021-07-25,18447460,0.271625904,"0.000518479",5010808,37,2021-07-10,2021-06-18,2021-07-18,18447460,0.271625904,"0.00000738",5010808,2,2021-07-10,2021-06-18,2021-07-18,18447460,0.271625904,"0.000000399",5010808,1,2021-07-10,2021-06-04,2021-07-04,18447460,0.271625904,"0.0000002"
2021-07-28,2021-07-30,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_28-luglio-2021.pdf","60_79","NON VACCINATI",3023125,1951,2021-07-10,2021-06-25,2021-07-25,13572779,0.222734416,"0.000645359",3023125,332,2021-07-10,2021-06-18,2021-07-18,13572779,0.222734416,"0.00010982",3023125,45,2021-07-10,2021-06-18,2021-07-18,13572779,0.222734416,"0.0000149",3023125,67,2021-07-10,2021-06-04,2021-07-04,13572779,0.222734416,"0.0000222"
2021-07-28,2021-07-30,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_28-luglio-2021.pdf","60_79","VACCINATI CON CICLO INCOMPLETO",4078538,1423,2021-07-10,2021-06-25,2021-07-25,13572779,0.300493952,"0.0003489",4078538,108,2021-07-10,2021-06-18,2021-07-18,13572779,0.300493952,"0.0000265",4078538,10,2021-07-10,2021-06-18,2021-07-18,13572779,0.300493952,"0.00000245",4078538,22,2021-07-10,2021-06-04,2021-07-04,13572779,0.300493952,"0.00000539"
2021-07-28,2021-07-30,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_28-luglio-2021.pdf","60_79","VACCINATI CON CICLO COMPLETO",6471116,1545,2021-07-10,2021-06-25,2021-07-25,13572779,0.476771632,"0.000238753",6471116,87,2021-07-10,2021-06-18,2021-07-18,13572779,0.476771632,"0.0000134",6471116,8,2021-07-10,2021-06-18,2021-07-18,13572779,0.476771632,"0.00000124",6471116,7,2021-07-10,2021-06-04,2021-07-04,13572779,0.476771632,"0.00000108"
2021-07-28,2021-07-30,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_28-luglio-2021.pdf","80+","NON VACCINATI",435635,370,2021-07-10,2021-06-25,2021-07-25,4554107,0.095657612,"0.000849335",435635,123,2021-07-10,2021-06-18,2021-07-18,4554107,0.095657612,"0.000282346",435635,15,2021-07-10,2021-06-18,2021-07-18,4554107,0.095657612,"0.0000344",435635,68,2021-07-10,2021-06-04,2021-07-04,4554107,0.095657612,"0.000156094"
2021-07-28,2021-07-30,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_28-luglio-2021.pdf","80+","VACCINATI CON CICLO INCOMPLETO",200300,63,2021-07-10,2021-06-25,2021-07-25,4554107,0.043982278,"0.000314528",200300,11,2021-07-10,2021-06-18,2021-07-18,4554107,0.043982278,"0.0000549",200300,1,2021-07-10,2021-06-18,2021-07-18,4554107,0.043982278,"0.00000499",200300,6,2021-07-10,2021-06-04,2021-07-04,4554107,0.043982278,"0.00003"
2021-07-28,2021-07-30,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_28-luglio-2021.pdf","80+","VACCINATI CON CICLO COMPLETO",3918172,843,2021-07-10,2021-06-25,2021-07-25,4554107,0.86036011,"0.000215151",3918172,143,2021-07-10,2021-06-18,2021-07-18,4554107,0.86036011,"0.0000365",3918172,6,2021-07-10,2021-06-18,2021-07-18,4554107,0.86036011,"0.00000153",3918172,30,2021-07-10,2021-06-04,2021-07-04,4554107,0.86036011,"0.00000766"
2021-08-04,2021-08-06,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_4-agosto-2021.pdf","12_39","NON VACCINATI",10874565,45110,2021-07-17,2021-07-02,2021-08-01,17435555,0.623700536,"0.004148212",10874565,870,2021-07-17,2021-06-25,2021-07-25,17435555,0.623700536,"0.00008",10874565,26,2021-07-17,2021-06-25,2021-07-25,17435555,0.623700536,"0.00000239",10874565,2,2021-07-17,2021-06-11,2021-07-11,17435555,0.623700536,"0.000000184"
2021-08-04,2021-08-06,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_4-agosto-2021.pdf","12_39","VACCINATI CON CICLO INCOMPLETO",4335470,10523,2021-07-17,2021-07-02,2021-08-01,17435555,0.248656839,"0.002427188",4335470,62,2021-07-17,2021-06-25,2021-07-25,17435555,0.248656839,"0.0000143",4335470,0,2021-07-17,2021-06-25,2021-07-25,17435555,0.248656839,"0",4335470,0,2021-07-17,2021-06-11,2021-07-11,17435555,0.248656839,"0"
2021-08-04,2021-08-06,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_4-agosto-2021.pdf","12_39","VACCINATI CON CICLO COMPLETO",2225520,3714,2021-07-17,2021-07-02,2021-08-01,17435555,0.127642625,"0.001668823",2225520,26,2021-07-17,2021-06-25,2021-07-25,17435555,0.127642625,"0.0000117",2225520,0,2021-07-17,2021-06-25,2021-07-25,17435555,0.127642625,"0",2225520,0,2021-07-17,2021-06-11,2021-07-11,17435555,0.127642625,"0"
2021-08-04,2021-08-06,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_4-agosto-2021.pdf","40_59","NON VACCINATI",7042798,11774,2021-07-17,2021-07-02,2021-08-01,18447460,0.381776028,"0.001671779",7042798,755,2021-07-17,2021-06-25,2021-07-25,18447460,0.381776028,"0.000107202",7042798,55,2021-07-17,2021-06-25,2021-07-25,18447460,0.381776028,"0.00000781",7042798,26,2021-07-17,2021-06-11,2021-07-11,18447460,0.381776028,"0.00000369"
2021-08-04,2021-08-06,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_4-agosto-2021.pdf","40_59","VACCINATI CON CICLO INCOMPLETO",5406031,5001,2021-07-17,2021-07-02,2021-08-01,18447460,0.293050154,"0.000925078",5406031,80,2021-07-17,2021-06-25,2021-07-25,18447460,0.293050154,"0.0000148",5406031,2,2021-07-17,2021-06-25,2021-07-25,18447460,0.293050154,"0.00000037",5406031,0,2021-07-17,2021-06-11,2021-07-11,18447460,0.293050154,"0"
2021-08-04,2021-08-06,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_4-agosto-2021.pdf","40_59","VACCINATI CON CICLO COMPLETO",5998631,4511,2021-07-17,2021-07-02,2021-08-01,18447460,0.325173818,"0.000752005",5998631,60,2021-07-17,2021-06-25,2021-07-25,18447460,0.325173818,"0.00001",5998631,4,2021-07-17,2021-06-25,2021-07-25,18447460,0.325173818,"0.000000667",5998631,0,2021-07-17,2021-06-11,2021-07-11,18447460,0.325173818,"0"
2021-08-04,2021-08-06,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_4-agosto-2021.pdf","60_79","NON VACCINATI",2946662,2849,2021-07-17,2021-07-02,2021-08-01,13572779,0.21710086,"0.000966857",2946662,453,2021-07-17,2021-06-25,2021-07-25,13572779,0.21710086,"0.000153733",2946662,74,2021-07-17,2021-06-25,2021-07-25,13572779,0.21710086,"0.0000251",2946662,52,2021-07-17,2021-06-11,2021-07-11,13572779,0.21710086,"0.0000176"
2021-08-04,2021-08-06,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_4-agosto-2021.pdf","60_79","VACCINATI CON CICLO INCOMPLETO",3243966,1813,2021-07-17,2021-07-02,2021-08-01,13572779,0.239005291,"0.000558884",3243966,133,2021-07-17,2021-06-25,2021-07-25,13572779,0.239005291,"0.000041",3243966,9,2021-07-17,2021-06-25,2021-07-25,13572779,0.239005291,"0.00000277",3243966,14,2021-07-17,2021-06-11,2021-07-11,13572779,0.239005291,"0.00000432"
2021-08-04,2021-08-06,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_4-agosto-2021.pdf","60_79","VACCINATI CON CICLO COMPLETO",7382151,2770,2021-07-17,2021-07-02,2021-08-01,13572779,0.543893848,"0.000375229",7382151,131,2021-07-17,2021-06-25,2021-07-25,13572779,0.543893848,"0.0000177",7382151,13,2021-07-17,2021-06-25,2021-07-25,13572779,0.543893848,"0.00000176",7382151,5,2021-07-17,2021-06-11,2021-07-11,13572779,0.543893848,"0.000000677"
2021-08-04,2021-08-06,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_4-agosto-2021.pdf","80+","NON VACCINATI",425736,534,2021-07-17,2021-07-02,2021-08-01,4554107,0.09348397,"0.001254298",425736,156,2021-07-17,2021-06-25,2021-07-25,4554107,0.09348397,"0.000366424",425736,14,2021-07-17,2021-06-25,2021-07-25,4554107,0.09348397,"0.0000329",425736,48,2021-07-17,2021-06-11,2021-07-11,4554107,0.09348397,"0.000112746"
2021-08-04,2021-08-06,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_4-agosto-2021.pdf","80+","VACCINATI CON CICLO INCOMPLETO",164209,83,2021-07-17,2021-07-02,2021-08-01,4554107,0.036057343,"0.000505453",164209,17,2021-07-17,2021-06-25,2021-07-25,4554107,0.036057343,"0.000103527",164209,0,2021-07-17,2021-06-25,2021-07-25,4554107,0.036057343,"0",164209,4,2021-07-17,2021-06-11,2021-07-11,4554107,0.036057343,"0.0000244"
2021-08-04,2021-08-06,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_4-agosto-2021.pdf","80+","VACCINATI CON CICLO COMPLETO",3964162,1338,2021-07-17,2021-07-02,2021-08-01,4554107,0.870458687,"0.000337524",3964162,187,2021-07-17,2021-06-25,2021-07-25,4554107,0.870458687,"0.0000472",3964162,6,2021-07-17,2021-06-25,2021-07-25,4554107,0.870458687,"0.00000151",3964162,29,2021-07-17,2021-06-11,2021-07-11,4554107,0.870458687,"0.00000732"
2021-08-11,2021-08-13,"https://www.epicentro.iss.it/coronavirus/bollettino/Bollettino-sorveglianza-integrata-COVID-19_11-agosto-2021.pdf","12_39","NON VACCINATI",10220321,58875,2021-07-24,2021-07-09,2021-08-08,17435555,0.586176981,"0.005760582",10220321,1129,2021-07-24,2021-07-02,2021-08-01,17435555,0.586176981,"0.000110466",10220321,42,2021-07-24,2021-07-02,2021-08-01,17435555,0.586176981,"0.00000411",10220321,1,2021-07-24,2021-06-18,2021-07-18,17435555,0.586176981,"0.0000000978"
