"date","url","region","number_laboratories","number_detections_variant","number_sequenced","n_B-1-1-7","n_P-1","n_B-1-351","n_B-1-617-2","n_B-1-1-529","n_BA-1","n_BA-2","n_BA-3","n_BA-4","n_BA-5","n_XJ","n_XL","n_XM","n_XN","n_XQ","n_XT","n_P-2","n_B-1-525","percent_B-1-1-7","percent_P-1","percent_B-1-351","percent_B-1-617-2","percent_B-1-1-529","percent_BA-1","percent_BA-2","percent_BA-3","percent_BA-4","percent_BA-5","percent_XJ","percent_XL","percent_XM","percent_XN","percent_XQ","percent_XT","percent_P-2","percent_B-1-525"
"18/02/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_1/Flash_survey_n_1.pdf","Molise",1,114,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.3,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0
"18/02/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_1/Flash_survey_n_1.pdf","P.A. Bolzano",1,320,70,40,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.1,0,2.9,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0
"18/02/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_1/Flash_survey_n_1.pdf","P.A. Trento",1,20,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0
"18/02/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_1/Flash_survey_n_1.pdf","Piemonte",14,93,89,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.2,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0
"18/02/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_1/Flash_survey_n_1.pdf","Puglia",7,59,59,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.5,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0
"18/02/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_1/Flash_survey_n_1.pdf","Sardegna",6,38,25,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0
"18/02/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_1/Flash_survey_n_1.pdf","Sicilia",5,268,63,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.2,0,1.7,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0
"18/02/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_1/Flash_survey_n_1.pdf","Toscana",3,88,80,43,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.8,23.8,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0
"18/02/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_1/Flash_survey_n_1.pdf","Umbria",4,247,48,24,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.1,36.2,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0
"18/02/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_1/Flash_survey_n_1.pdf","Valle d'Aosta",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0
"18/02/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_1/Flash_survey_n_1.pdf","Veneto",12,92,92,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.5,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0
"18/02/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_1/Flash_survey_n_1.pdf","ITALIA",101,3132,1296,658,62,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,4.3,0.4,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0
"18/03/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_2/Flash_survey_n_2.pdf","Abruzzo",2,293,87,66,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.5,5,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0
"18/03/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_2/Flash_survey_n_2.pdf","Basilicata",6,62,27,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0
"18/03/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_2/Flash_survey_n_2.pdf","Calabria",1,26,26,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.6,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0
"18/03/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_2/Flash_survey_n_2.pdf","Campania",3,1400,261,232,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.9,1.5,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0
"18/03/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_2/Flash_survey_n_2.pdf","Emilia-Romagna",2,169,169,147,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,87,7.7,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0.6
"18/03/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_2/Flash_survey_n_2.pdf","Friuli-Venezia Giulia",7,126,55,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.1,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0
"18/03/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_2/Flash_survey_n_2.pdf","Lazio",11,214,205,161,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.5,20.5,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0
"18/03/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_2/Flash_survey_n_2.pdf","Liguria",8,179,22,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.6,13.6,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0
"18/03/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_2/Flash_survey_n_2.pdf","Lombardia",12,314,314,278,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,89.1,0,0.3,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,1
"18/03/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_2/Flash_survey_n_2.pdf","Marche",11,65,19,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.1,3.1,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0
"18/03/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_2/Flash_survey_n_2.pdf","Molise",1,63,16,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.3,12.5,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0
"18/03/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_2/Flash_survey_n_2.pdf","P.A. Bolzano",1,69,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,80,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,13.3
"18/03/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_2/Flash_survey_n_2.pdf","P.A. Trento",1,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0
"18/03/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_2/Flash_survey_n_2.pdf","Piemonte",16,155,153,138,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.2,0.7,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0
"18/03/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_2/Flash_survey_n_2.pdf","Puglia",11,126,126,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.9,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0
"18/03/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_2/Flash_survey_n_2.pdf","Sardegna",6,85,21,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.7,0,4.8,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0
"18/03/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_2/Flash_survey_n_2.pdf","Sicilia",5,632,132,97,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,75.2,2.3,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,2.3
"18/03/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_2/Flash_survey_n_2.pdf","Toscana",3,144,103,85,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85.9,10.1,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,1
"18/03/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_2/Flash_survey_n_2.pdf","Umbria",5,80,26,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,32,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0
"18/03/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_2/Flash_survey_n_2.pdf","Valle d'Aosta",1,32,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0
"18/03/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_2/Flash_survey_n_2.pdf","Veneto",13,156,156,138,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,88.5,1.3,0.6,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,1.9
"18/03/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_2/Flash_survey_n_2.pdf","ITALIA",126,4406,1951,1688,94,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,86.7,4,0.1,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0.6
"20/04/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_3/Flash_survey_n_3.pdf","Abruzzo",2,199,91,66,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.5,5,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0
"20/04/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_3/Flash_survey_n_3.pdf","Basilicata",2,32,32,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0
"20/04/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_3/Flash_survey_n_3.pdf","Calabria",5,471,35,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.6,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0
"20/04/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_3/Flash_survey_n_3.pdf","Campania",3,1225,292,232,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.9,1.5,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0
"20/04/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_3/Flash_survey_n_3.pdf","Emilia-Romagna",2,177,177,147,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,87,7.7,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0.6
"20/04/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_3/Flash_survey_n_3.pdf","Friuli-Venezia Giulia",7,66,40,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.1,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0
"20/04/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_3/Flash_survey_n_3.pdf","Lazio",10,215,197,161,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.5,20.5,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0
"20/04/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_3/Flash_survey_n_3.pdf","Liguria",8,292,38,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.6,13.6,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0
"20/04/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_3/Flash_survey_n_3.pdf","Lombardia",13,296,296,278,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,89.1,0,0.3,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,1
"20/04/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_3/Flash_survey_n_3.pdf","Marche",6,45,45,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.1,3.1,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0
"20/04/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_3/Flash_survey_n_3.pdf","Molise",1,49,16,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.3,12.5,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0
"20/04/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_3/Flash_survey_n_3.pdf","P.A. Bolzano",1,53,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,80,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,13.3
"20/04/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_3/Flash_survey_n_3.pdf","P.A. Trento",1,18,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0
"20/04/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_3/Flash_survey_n_3.pdf","Piemonte",12,150,150,138,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.2,0.7,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0
"20/04/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_3/Flash_survey_n_3.pdf","Puglia",3,120,120,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.9,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0
"20/04/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_3/Flash_survey_n_3.pdf","Sardegna",13,303,24,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.7,0,4.8,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0
"20/04/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_3/Flash_survey_n_3.pdf","Sicilia",5,413,114,97,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,75.2,2.3,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,2.3
"20/04/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_3/Flash_survey_n_3.pdf","Toscana",3,222,145,85,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85.9,10.1,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,1
"20/04/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_3/Flash_survey_n_3.pdf","Umbria",2,53,27,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,32,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0
"20/04/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_3/Flash_survey_n_3.pdf","Valle d'Aosta",1,137,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0
"20/04/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_3/Flash_survey_n_3.pdf","Veneto",13,170,170,138,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,88.5,1.3,0.6,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,1.9
"20/04/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_3/Flash_survey_n_3.pdf","ITALIA",113,4706,2041,1846,101,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,91.6,4.5,0.1,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0.4
"18/05/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_4/Flash_survey_n_4.pdf","Abruzzo",2,134,48,33,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,68.8,10.4,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,16.7
"18/05/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_4/Flash_survey_n_4.pdf","Basilicata",2,27,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.3,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0
"18/05/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_4/Flash_survey_n_4.pdf","Calabria",2,108,46,42,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,91.3,6.5,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,2.2
"18/05/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_4/Flash_survey_n_4.pdf","Campania",3,634,230,206,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.6,9.6,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0
"18/05/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_4/Flash_survey_n_4.pdf","Emilia-Romagna",2,173,173,154,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,89,7.5,0,1.2,0,"0",0,0,0,0,0,0,"0",0,0,0,0,1.2
"18/05/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_4/Flash_survey_n_4.pdf","Friuli-Venezia Giulia",7,42,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.3,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0
"18/05/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_4/Flash_survey_n_4.pdf","Lazio",12,170,170,95,42,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.2,28.4,1.4,3.4,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0
"18/05/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_4/Flash_survey_n_4.pdf","Liguria",7,80,20,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,10,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0
"18/05/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_4/Flash_survey_n_4.pdf","Lombardia",14,282,244,212,5,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.1,2.1,0.8,2.5,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0
"18/05/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_4/Flash_survey_n_4.pdf","Marche",5,37,19,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,91.9,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,10.5
"18/05/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_4/Flash_survey_n_4.pdf","Molise",1,5,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,60,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0
"18/05/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_4/Flash_survey_n_4.pdf","P.A. Bolzano",1,41,17,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.7,35.3,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0
"18/05/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_4/Flash_survey_n_4.pdf","P.A. Trento",1,11,11,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.9,9.1,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0
"18/05/21","https://github.com/fbranda/INFN-ISS/blob/main/Report_ISS/Varianti/Flash_survey/Flash_survey_n_4/Flash_survey_n_4.pdf","Piemonte",10,143,143,134,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.7,2.8,0,0.7,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0
